number_of_features: 4
f1: sensor reading 1
f2: sensor reading 2
f3: sensor reading 3
f4: sensor reading 4
				
number_of_classes: 4
c1: Slight-Right-Turn
c2: Sharp-Right-Turn
c3: Move-Forward
c4: Slight-Left-Turn
				
number_of_samples: 5456
f1	f2	f3	f4	class
2.491	0.503	1.794	1.217	c3
2.471	0.496	1.801	1.237	c3
2.451	0.486	1.809	1.26	c1
2.431	0.479	1.816	1.276	c1
2.411	0.47	1.823	1.296	c1
2.391	0.464	1.831	1.316	c1
2.372	0.458	1.838	1.335	c1
2.354	0.452	1.844	1.353	c1
2.337	0.448	1.85	1.371	c1
2.32	0.444	1.856	1.388	c1
2.304	0.441	1.862	1.404	c1
2.288	0.439	1.867	1.419	c1
2.274	0.44	1.872	1.434	c1
2.258	0.439	1.876	1.447	c1
2.248	0.445	1.881	1.459	c1
2.233	0.45	1.884	1.471	c1
2.222	0.449	1.888	1.482	c1
2.214	0.459	1.891	1.493	c1
2.205	0.466	1.895	1.503	c1
2.195	0.445	1.898	1.512	c1
2.184	0.441	1.901	1.52	c1
2.179	0.437	1.906	1.525	c1
2.181	0.436	1.904	1.525	c1
2.181	0.436	1.904	1.525	c1
2.179	0.436	1.904	1.525	c1
2.179	0.436	1.904	1.525	c1
2.181	0.436	1.904	1.526	c1
2.177	0.436	1.908	1.527	c1
2.174	0.436	1.905	1.53	c1
2.169	0.436	1.907	1.534	c1
2.163	0.436	1.909	1.54	c1
2.155	0.507	1.911	1.547	c3
2.147	0.444	1.914	1.555	c1
2.138	0.442	1.916	1.563	c1
2.129	0.487	1.919	1.572	c1
2.119	0.486	1.921	1.582	c1
2.107	0.495	1.924	1.593	c3
2.096	3.091	1.927	1.605	c4
2.085	3.097	1.93	1.615	c4
2.074	0.457	1.932	1.626	c1
2.062	0.458	1.935	1.638	c1
2.049	0.462	1.937	1.652	c1
2.035	0.473	1.939	1.665	c1
2.021	0.492	1.942	1.679	c1
2.008	0.481	1.945	1.692	c1
1.995	1.464	1.948	1.705	c4
1.981	1.455	1.95	1.719	c4
1.968	1.452	1.953	1.731	c4
1.956	1.447	1.955	1.744	c4
1.943	1.446	1.957	1.756	c4
1.931	1.444	1.959	1.769	c4
1.918	1.442	1.961	1.782	c4
1.905	1.441	1.963	1.795	c4
1.891	1.437	1.965	1.809	c4
1.877	1.435	1.966	1.823	c4
1.862	1.434	1.931	1.838	c4
1.848	1.433	1.919	1.853	c4
1.833	1.431	1.974	1.868	c4
1.818	1.43	1.977	1.883	c4
1.804	1.431	1.878	1.898	c4
1.79	1.43	1.982	1.912	c4
1.776	1.431	1.984	1.925	c4
1.762	1.44	1.828	1.938	c4
1.686	1.432	1.787	1.951	c4
1.677	1.424	1.765	1.964	c4
1.658	1.422	1.75	1.977	c4
1.646	1.421	1.748	1.991	c4
1.637	0.664	1.845	2.004	c3
1.524	0.665	1.717	2.02	c3
1.425	0.675	1.69	2.034	c3
1.418	0.686	1.676	2.047	c3
1.416	0.693	1.658	2.068	c3
1.403	0.696	1.646	2.073	c3
1.393	0.795	1.633	2.082	c3
1.413	0.805	1.62	2.097	c3
1.414	0.819	1.613	2.11	c3
1.41	0.83	1.595	2.124	c3
1.359	0.915	1.578	2.141	c4
1.345	0.982	1.565	2.156	c4
1.332	2.168	1.551	2.159	c4
1.318	0.88	1.533	2.171	c3
1.304	2.192	1.517	2.186	c4
1.29	2.204	1.503	2.23	c4
1.277	2.217	1.488	2.203	c4
1.263	2.229	1.475	2.228	c4
1.249	1.292	1.462	2.298	c4
1.236	1.297	1.454	2.271	c4
1.223	1.305	1.443	2.29	c4
1.21	1.312	1.432	2.301	c4
1.201	1.319	1.423	2.283	c4
1.19	2.29	1.414	2.369	c4
1.181	2.298	1.405	2.368	c4
1.17	2.304	1.395	3.323	c4
1.157	1.762	1.383	2.383	c4
1.144	1.772	1.375	3.348	c4
1.132	2.326	1.367	2.396	c4
1.12	2.333	1.36	2.399	c4
1.108	2.34	1.353	2.398	c4
1.096	2.347	1.346	2.41	c4
1.083	0.844	1.34	2.413	c3
1.071	0.848	1.334	2.429	c3
1.059	0.814	1.331	2.413	c3
1.046	0.82	1.327	2.405	c3
1.032	0.82	1.321	2.454	c3
1.017	0.859	1.316	2.427	c3
0.999	0.825	1.311	2.438	c3
0.982	0.828	1.307	2.453	c3
0.965	0.831	1.299	2.47	c3
0.947	0.829	1.296	2.488	c3
0.929	0.828	1.292	2.509	c3
0.91	0.83	1.289	2.528	c3
0.891	0.833	1.286	2.541	c2
0.872	0.835	1.283	2.563	c2
0.853	0.835	1.28	2.582	c2
0.834	0.837	1.278	2.605	c2
0.814	0.84	1.275	2.625	c2
0.796	0.843	1.273	2.643	c2
0.78	0.845	1.271	2.671	c2
0.775	0.844	1.277	2.661	c2
0.778	0.843	1.279	2.662	c2
0.78	0.842	1.28	2.659	c2
0.782	0.841	1.28	2.658	c2
0.783	0.841	1.28	2.658	c2
0.782	0.844	1.281	2.656	c2
0.782	0.844	1.282	2.659	c2
0.782	0.842	1.282	2.657	c2
0.783	0.845	1.283	2.66	c2
0.786	0.841	1.284	2.664	c2
0.783	0.84	1.284	2.668	c2
0.784	0.838	1.285	2.655	c2
0.787	0.834	1.282	2.666	c2
0.786	0.833	1.283	2.667	c2
0.786	0.831	1.284	2.705	c2
0.782	0.829	1.285	3.668	c2
0.781	0.828	1.287	3.668	c2
0.78	0.826	1.288	3.667	c2
0.78	0.825	1.29	3.667	c2
0.779	0.823	1.293	3.667	c2
0.779	0.822	1.295	3.667	c2
0.781	0.83	1.301	3.676	c2
0.781	0.905	1.304	3.678	c2
0.78	0.834	1.303	3.72	c2
0.778	0.825	1.304	3.667	c2
0.772	0.831	1.306	3.705	c2
0.77	0.821	1.307	3.671	c2
0.769	0.82	1.309	3.678	c2
0.768	0.854	1.311	3.672	c2
0.767	0.89	1.314	3.717	c2
0.766	0.884	1.316	0.836	c2
0.766	0.826	1.322	0.823	c2
0.769	0.822	1.351	0.813	c2
0.768	0.798	1.329	0.808	c2
0.78	0.794	1.338	0.805	c2
0.796	0.791	1.335	0.803	c2
0.767	0.787	1.334	0.807	c2
0.766	0.784	1.337	0.81	c2
0.766	0.78	1.342	0.795	c2
0.768	0.773	1.345	0.793	c2
0.771	0.77	1.351	0.792	c2
0.784	0.767	1.828	0.791	c2
0.843	0.763	1.383	0.786	c2
0.885	0.755	1.386	0.785	c2
0.887	0.752	1.39	0.784	c2
0.885	0.749	1.367	0.783	c2
1.333	0.748	1.394	0.783	c3
1.338	0.742	1.401	0.787	c3
1.339	0.735	1.919	0.787	c3
1.335	0.733	1.92	0.787	c3
1.333	0.732	1.919	0.789	c3
1.331	0.732	1.918	0.79	c3
1.329	0.732	1.916	0.793	c3
1.323	0.732	1.913	0.799	c3
1.315	0.731	1.909	0.807	c3
1.304	0.731	1.903	0.818	c3
1.295	0.724	1.896	0.83	c3
1.28	0.719	1.888	0.845	c3
1.264	0.715	1.879	0.861	c3
1.247	0.71	1.87	0.877	c3
1.23	0.709	1.861	0.895	c3
1.211	0.7	1.663	0.912	c3
1.048	0.694	1.841	0.931	c3
1.025	0.689	1.569	0.95	c3
1.005	0.684	1.821	0.969	c3
0.988	0.678	1.811	0.988	c3
0.971	0.673	1.798	1.008	c3
0.955	0.667	1.788	1.028	c3
0.938	0.662	1.778	1.048	c3
0.922	0.656	1.766	1.068	c3
0.905	0.65	1.759	1.089	c3
0.886	0.638	1.741	1.131	c2
0.954	0.627	1.718	1.166	c3
0.935	0.618	1.717	1.188	c3
0.915	0.612	1.71	1.204	c3
0.897	0.606	1.693	1.225	c2
0.88	0.601	1.686	1.238	c2
0.864	0.597	1.683	1.254	c2
0.849	0.593	1.68	1.269	c2
0.835	0.589	1.678	1.283	c2
0.824	0.585	1.675	1.293	c2
0.822	0.583	1.676	1.295	c2
0.825	0.578	1.677	1.292	c2
0.826	0.578	1.675	1.29	c2
0.826	0.582	1.675	1.291	c2
0.826	0.578	1.678	1.291	c2
0.826	0.578	1.678	1.287	c2
0.826	0.577	1.679	1.287	c2
0.826	0.576	1.68	1.29	c2
0.827	0.572	1.681	1.287	c2
0.827	0.572	0.893	1.286	c2
0.827	0.572	1.682	1.286	c2
0.827	0.571	0.894	1.289	c2
0.827	0.57	0.895	1.289	c2
0.828	0.569	1.689	1.289	c2
0.828	0.568	0.898	1.286	c2
0.828	0.566	0.901	1.29	c2
0.828	0.564	1.581	1.291	c2
0.828	0.564	1.585	1.295	c2
0.826	0.562	1.587	1.309	c2
0.826	0.561	1.693	5	c2
0.825	0.566	1.694	5	c2
0.825	0.565	1.695	5	c2
0.825	0.565	1.695	5	c2
0.825	0.565	1.695	5	c2
0.825	0.56	1.695	5	c2
0.826	0.559	1.696	1.164	c2
0.825	0.554	1.701	1.163	c2
0.826	0.553	1.702	1.162	c2
0.826	0.552	1.701	1.158	c2
0.826	0.55	1.702	1.157	c2
0.827	0.549	1.706	1.156	c2
0.827	0.547	1.711	1.156	c2
0.828	0.546	1.712	1.155	c2
0.827	0.545	1.724	1.161	c2
0.826	0.547	2.017	5	c2
0.825	0.55	2.408	5	c2
0.823	0.547	1.363	5	c2
0.822	0.545	2.443	5	c2
0.821	0.538	2.438	1.167	c2
0.82	0.532	2.44	4.763	c2
0.82	0.53	2.445	1.162	c2
0.82	0.529	2.45	5	c2
0.82	0.528	2.45	5	c2
0.823	0.527	2.468	0.595	c2
0.821	0.527	2.645	0.597	c2
0.824	0.526	2.616	0.589	c2
0.824	0.526	2.613	0.587	c2
0.823	0.525	2.618	0.58	c2
0.822	0.524	2.887	0.575	c2
0.818	0.527	2.889	0.572	c2
0.817	0.527	2.969	0.572	c2
0.816	0.542	2.896	0.572	c2
0.816	0.707	2.479	0.571	c2
0.814	0.524	2.471	0.577	c2
0.813	0.52	2.48	0.574	c2
0.813	0.523	2.894	0.554	c2
0.812	0.527	2.899	0.628	c2
0.812	0.572	2.901	0.57	c2
0.811	0.867	2.903	0.579	c2
0.813	0.842	1.328	0.537	c2
0.879	0.838	1.321	0.528	c2
0.816	0.548	1.322	0.524	c2
0.812	0.667	1.323	0.518	c2
0.811	0.665	1.33	0.519	c2
0.814	0.666	1.334	0.519	c2
0.817	0.546	1.346	0.52	c2
1.554	0.538	1.327	0.511	c3
0.837	0.805	1.328	0.509	c2
0.903	0.549	1.326	0.498	c3
1.58	0.799	1.327	0.493	c3
1.719	0.795	1.328	0.493	c3
1.721	0.793	1.329	0.494	c3
1.717	0.793	1.329	0.492	c3
1.717	0.796	1.329	0.496	c3
1.716	0.793	1.329	0.496	c3
1.715	0.796	1.33	0.497	c3
1.569	0.791	1.331	0.497	c3
1.566	0.792	1.333	0.502	c3
1.696	0.788	1.337	0.511	c3
1.685	0.78	1.343	0.521	c3
1.669	0.775	1.349	0.533	c3
0.902	0.616	1.355	0.547	c3
1.637	0.632	1.362	0.562	c3
1.62	0.753	1.37	0.577	c3
1.596	0.745	1.378	0.594	c3
1.569	0.737	1.385	0.611	c3
1.553	0.729	1.393	0.629	c3
1.552	0.721	1.401	0.647	c3
1.533	0.712	1.409	0.665	c3
0.835	0.704	1.414	0.683	c2
0.806	0.697	1.425	0.701	c2
0.791	0.688	1.432	0.719	c2
0.78	0.68	1.437	0.737	c2
0.858	0.672	1.445	0.754	c2
1.416	0.664	1.455	0.771	c3
1.407	0.657	1.462	0.787	c3
1.403	0.652	1.467	0.794	c3
1.401	0.65	1.467	0.792	c3
0.854	0.651	1.467	0.79	c2
0.857	0.651	1.466	0.791	c2
1.404	0.652	1.466	0.793	c3
0.854	0.65	1.467	0.794	c2
0.851	0.65	1.467	0.794	c2
0.855	0.649	1.467	0.794	c2
0.851	0.649	1.468	0.794	c2
0.847	0.649	1.468	0.794	c2
0.847	0.651	1.469	0.794	c2
0.853	0.651	1.473	0.793	c2
1.395	0.649	1.474	0.794	c3
1.394	0.656	1.473	0.794	c3
1.394	0.645	1.48	0.794	c3
1.392	0.643	1.476	0.795	c3
1.391	0.643	1.477	0.797	c3
1.389	0.643	1.48	0.799	c3
1.387	0.642	1.477	0.801	c3
1.382	0.641	1.482	0.806	c3
0.858	0.635	1.491	0.813	c2
1.364	0.631	1.487	0.824	c3
1.348	0.627	1.495	0.836	c3
1.334	0.622	1.509	0.853	c3
1.316	0.617	1.528	0.864	c3
0.907	0.612	1.553	0.879	c3
1.291	0.607	1.544	0.895	c3
1.275	0.603	1.571	0.912	c3
1.262	0.599	1.576	0.929	c3
1.242	0.594	1.578	0.946	c3
1.226	0.59	1.577	0.963	c3
1.209	0.585	1.588	0.981	c3
1.191	0.58	1.591	0.999	c3
1.171	0.576	1.597	1.017	c3
1.153	0.572	1.602	1.036	c3
1.136	0.567	1.609	1.055	c3
1.118	0.562	1.616	1.077	c3
1.1	0.557	1.604	1.097	c3
1.084	0.552	1.63	1.116	c3
1.066	0.547	1.642	1.133	c3
1.047	0.542	1.65	1.156	c3
0.842	0.537	1.665	1.176	c2
0.815	0.531	1.767	1.195	c2
0.992	0.526	1.816	1.215	c3
0.977	0.521	3.182	1.236	c3
0.958	0.516	1.856	1.256	c3
0.746	0.512	1.868	1.271	c2
0.729	0.508	1.773	1.289	c2
0.91	0.504	3.201	1.306	c3
0.895	0.5	3.205	1.323	c2
0.888	0.497	3.209	1.339	c2
0.868	0.493	3.213	1.352	c2
0.858	0.489	3.216	1.362	c2
0.852	0.487	3.217	1.364	c2
0.853	0.487	3.217	1.362	c2
0.854	0.487	1.759	1.361	c2
0.854	0.487	1.762	1.361	c2
0.854	0.486	1.759	1.36	c2
0.853	0.486	1.766	1.361	c2
0.853	0.485	1.757	1.36	c2
0.852	0.484	1.755	1.36	c2
0.852	0.483	1.755	1.36	c2
0.851	0.482	1.757	1.36	c2
0.847	0.481	1.765	1.132	c2
0.846	0.48	1.767	1.36	c2
0.846	0.479	3.23	1.367	c2
0.849	0.476	1.941	1.362	c2
0.848	0.474	1.941	1.361	c2
0.848	0.473	1.938	1.114	c2
0.848	0.473	1.938	1.111	c2
0.851	0.472	1.938	1.107	c2
0.851	0.471	1.939	1.104	c2
0.851	0.471	1.785	1.103	c2
1.482	0.469	1.773	1.386	c1
1.482	0.468	1.774	1.102	c1
1.132	0.466	1.772	1.094	c1
1.54	0.465	1.774	1.094	c1
1.132	0.464	1.775	1.095	c1
1.117	0.463	1.776	1.085	c1
1.12	0.464	1.776	1.061	c1
1.132	0.464	1.776	0.569	c1
1.125	0.464	1.776	0.57	c1
1.12	0.465	1.776	0.57	c1
1.114	0.465	1.777	0.569	c1
1.109	0.466	1.775	0.569	c1
1.103	0.466	1.777	1.086	c1
1.104	0.468	1.778	1.027	c1
1.504	0.469	1.779	1.034	c1
1.496	0.47	1.781	1.041	c1
1.485	0.472	1.783	0.566	c1
1.476	0.473	1.784	0.567	c1
1.468	0.475	1.789	0.564	c1
1.46	0.476	1.79	0.568	c1
1.451	0.478	1.795	0.569	c1
1.443	0.479	1.554	0.98	c1
1.435	0.481	1.556	0.988	c1
1.427	0.483	1.558	0.568	c1
1.419	0.485	1.567	1.009	c1
1.412	0.487	1.573	0.574	c1
1.404	0.489	1.581	0.576	c1
1.399	0.492	1.59	1.007	c1
1.391	0.495	1.599	1.016	c3
1.321	0.497	1.608	1.273	c3
1.306	0.499	1.617	1.282	c3
1.298	0.502	1.623	1.051	c3
1.289	0.505	1.636	1.3	c3
1.279	0.509	1.652	1.07	c3
1.271	0.513	1.661	0.889	c3
1.329	0.517	1.672	0.9	c3
1.318	0.522	1.687	0.911	c3
1.307	0.526	1.704	0.928	c3
1.294	0.531	1.72	0.938	c3
1.282	0.538	1.738	0.958	c3
1.268	0.545	1.758	0.979	c3
1.25	0.552	1.78	0.996	c3
1.232	0.56	1.794	1.024	c3
1.214	0.567	1.815	1.485	c3
1.198	0.574	1.836	1.501	c3
1.178	0.581	1.846	1.525	c3
1.127	0.587	1.883	0.929	c3
1.105	0.594	1.89	0.947	c3
1.082	0.6	1.896	0.969	c3
1.062	0.607	1.933	0.99	c3
1.043	0.615	1.93	1.006	c3
1.024	0.623	1.933	1.611	c3
1.004	0.631	1.937	1.57	c3
0.985	0.639	1.919	1.587	c3
0.966	0.647	2.086	1.577	c3
0.947	0.655	2.085	1.631	c3
0.929	0.662	2.088	1.617	c3
0.914	0.669	2.088	0.735	c3
0.897	0.676	2.091	1.57	c2
0.885	0.684	2.167	1.556	c2
1.124	0.681	3.021	1.613	c3
1.116	0.683	2.233	1.633	c3
1.497	0.686	2.233	1.653	c3
1.479	0.689	2.24	1.674	c3
1.462	0.694	2.288	1.709	c3
1.446	0.7	2.987	1.158	c3
1.431	0.705	2.981	0.813	c3
1.058	0.711	2.976	1.182	c3
1.047	0.716	2.971	1.209	c3
1.039	0.721	2.965	0.812	c3
1.031	0.727	2.96	1.755	c3
1.023	0.733	2.955	1.767	c3
0.684	0.74	2.949	1.673	c2
0.663	0.75	2.942	1.699	c2
0.648	0.757	2.935	1.714	c2
0.632	0.765	2.928	1.579	c2
0.617	0.772	2.921	1.597	c2
0.604	0.776	2.918	2.127	c2
0.592	0.779	2.372	5	c2
0.591	0.775	2.372	1.182	c2
1.04	0.774	2.913	1.554	c3
1.041	0.772	2.915	1.091	c3
1.042	0.772	2.915	1.458	c3
1.041	0.772	2.915	1.091	c3
1.039	0.773	2.914	1.461	c3
1.037	0.774	2.378	1.463	c3
1.036	0.774	2.911	1.551	c3
1.034	0.775	2.375	1.556	c3
1.033	0.776	2.378	1.554	c3
1.032	0.776	2.909	1.559	c3
1.03	0.777	2.909	1.557	c3
1.029	0.777	2.909	1.562	c3
1.027	0.778	2.908	1.564	c3
1.026	0.778	2.376	1.565	c3
1.025	0.778	2.907	1.567	c3
1.02	0.779	2.906	1.568	c3
1.02	0.78	2.38	1.572	c3
1.015	0.779	2.902	1.578	c3
1.007	0.778	2.897	1.59	c3
0.997	0.78	2.892	1.602	c3
0.983	0.779	2.885	1.155	c3
0.974	0.782	2.878	1.739	c3
0.96	0.808	2.87	1.792	c3
0.945	0.782	2.861	1.795	c3
0.93	0.785	2.852	1.471	c3
0.914	0.782	2.842	1.483	c3
0.895	0.782	2.832	1.552	c2
0.875	0.779	2.822	1.571	c2
0.859	0.78	2.811	1.572	c2
0.842	0.782	2.801	1.564	c2
0.823	0.784	2.791	1.635	c2
0.808	0.786	2.782	1.273	c2
0.795	0.787	2.775	1.283	c2
0.789	0.787	2.773	1.192	c2
0.79	0.789	2.775	1.19	c2
0.791	0.791	2.776	1.188	c2
0.792	0.794	2.777	1.62	c2
0.792	0.892	2.777	1.179	c2
0.792	0.888	2.358	0.963	c2
0.792	0.891	2.359	0.959	c2
0.792	0.887	2.356	0.935	c2
0.792	0.887	2.359	0.955	c2
0.792	0.887	2.332	0.952	c2
0.792	0.886	2.363	0.926	c2
0.791	0.885	2.361	0.925	c2
0.79	0.791	2.778	0.922	c2
0.79	0.789	2.779	0.917	c2
0.789	0.784	2.131	4.316	c2
0.788	0.779	2.129	4.313	c2
0.787	0.773	2.128	4.313	c2
0.786	0.771	2.133	0.951	c2
0.785	0.77	2.79	0.903	c2
0.787	0.768	2.142	0.9	c2
0.79	0.398	2.652	0.894	c2
0.8	0.389	2.646	0.888	c2
0.785	0.387	2.647	0.886	c2
0.785	0.384	2.647	0.883	c2
0.784	0.383	2.147	0.885	c2
0.787	0.777	3.266	0.881	c2
0.786	0.765	2.662	0.876	c2
0.793	0.863	2.651	0.875	c2
0.81	0.78	2.649	0.873	c2
0.82	0.371	2.65	0.868	c2
1.799	0.368	2.375	0.867	c1
0.949	0.366	2.654	0.866	c1
0.944	0.364	2.649	0.866	c1
0.94	0.761	2.166	0.866	c3
0.939	0.76	2.167	0.87	c3
0.942	0.767	2.167	0.867	c3
0.939	0.76	2.167	0.87	c3
0.942	0.76	2.166	0.867	c3
0.937	0.76	2.165	0.87	c3
0.933	0.77	2.163	0.878	c3
0.926	0.865	2.662	0.887	c3
0.914	0.75	2.666	0.895	c3
0.911	0.746	2.671	0.908	c3
1.742	0.742	2.677	0.92	c3
1.726	0.384	2.683	0.915	c1
1.708	0.386	2.69	0.926	c1
1.693	0.389	2.7	0.934	c1
2.678	0.396	2.121	0.946	c1
2.089	0.438	2.713	0.959	c1
2.642	0.444	2.719	0.971	c1
2.625	0.698	2.725	0.984	c3
2.609	0.693	2.156	0.996	c3
2.593	0.688	2.151	1.008	c3
2.579	0.683	2.183	1.019	c3
2.564	0.678	2.146	1.03	c3
2.551	0.471	2.752	1.041	c1
2.537	0.48	2.759	1.051	c1
2.524	0.662	2.764	1.061	c3
2.51	0.658	2.768	1.072	c3
0.723	0.577	2.773	1.083	c2
2.481	0.649	2.217	1.035	c3
2.467	0.559	2.186	1.046	c3
2.451	0.64	2.06	1.06	c3
1.984	0.626	2.059	1.074	c3
1.413	0.631	2.14	1.088	c3
1.967	0.607	2.478	1.098	c3
1.965	0.623	2.46	1.115	c3
0.69	0.619	2.809	1.129	c2
2.356	0.615	2.161	0.61	c3
1.329	0.61	2.144	0.616	c3
1.309	0.606	2.138	0.625	c3
1.292	0.601	2.128	0.634	c3
1.275	0.597	2.126	0.648	c3
1.266	0.592	2.147	0.663	c3
1.247	0.588	2.134	0.674	c3
1.228	0.583	2.84	0.687	c3
1.231	0.582	2.203	0.7	c3
2.2	0.575	2.108	0.71	c3
2.182	0.568	2.095	0.727	c3
2.163	0.565	2.024	0.738	c3
1.156	0.562	2.146	0.752	c3
2.125	0.559	2.132	0.768	c3
2.105	0.555	2.816	0.783	c3
2.086	0.551	2.803	0.798	c3
2.067	0.547	2.79	0.813	c3
2.047	0.544	2.169	0.832	c3
2.027	0.54	2.161	0.844	c3
2.007	0.536	2.143	0.862	c3
1.988	0.533	2.136	0.877	c3
1.968	0.529	2.07	0.893	c3
1.949	0.526	1.898	0.907	c3
1.93	0.522	1.892	0.923	c3
1.91	0.519	1.893	0.938	c3
1.891	0.516	2.15	0.953	c3
0.914	0.512	1.935	0.969	c3
0.884	0.509	2.655	0.985	c2
0.867	0.506	1.871	1	c2
0.848	0.503	1.869	1.019	c2
0.831	0.499	1.867	1.032	c2
0.816	0.496	1.866	1.05	c2
0.802	0.493	1.865	1.063	c2
0.789	0.49	1.864	1.076	c2
0.783	0.488	1.794	1.083	c2
0.784	0.487	1.797	1.156	c2
0.802	0.487	1.8	1.07	c2
0.802	0.486	1.802	1.069	c2
1.528	0.486	1.801	1.068	c1
1.525	0.485	1.805	1.067	c1
1.525	0.485	1.806	1.066	c1
1.528	0.485	1.809	1.066	c1
1.525	0.485	1.806	1.066	c1
1.524	0.485	1.805	1.067	c1
1.527	0.485	1.808	1.067	c1
1.526	0.485	1.803	1.065	c1
1.523	0.485	1.8	1.069	c1
1.522	0.485	1.803	1.069	c1
1.525	0.485	1.804	1.068	c1
1.522	0.485	1.807	1.069	c1
1.522	0.484	1.803	1.069	c1
1.521	0.485	1.809	1.067	c1
1.521	0.484	1.806	1.07	c1
1.524	0.484	1.807	1.069	c1
1.527	0.484	1.806	1.069	c1
1.523	0.484	1.812	1.07	c1
1.523	0.484	1.808	1.067	c1
1.525	0.484	2.596	1.07	c1
1.522	0.484	1.811	1.068	c1
1.525	0.484	2.598	1.071	c1
1.527	0.483	2.599	1.071	c1
1.527	0.483	2.621	1.068	c1
1.523	0.483	1.81	1.072	c1
1.735	0.483	1.807	1.072	c1
1.735	0.483	1.806	1.069	c1
1.525	0.483	2.594	1.073	c1
1.734	0.483	2.019	1.073	c1
1.733	0.483	2.023	1.073	c1
1.525	0.483	2.016	1.073	c1
1.733	0.483	2.016	1.073	c1
1.732	0.483	2.019	1.07	c1
1.732	0.483	1.991	1.073	c1
1.731	0.483	1.991	1.074	c1
1.731	0.483	1.991	1.071	c1
1.731	0.482	1.991	1.072	c1
1.731	0.482	2.61	1.072	c1
1.731	0.482	1.994	1.072	c1
1.731	0.482	1.991	1.072	c1
1.729	0.483	2.054	1.076	c1
1.726	0.482	2.592	1.075	c1
1.722	0.482	2.585	1.078	c1
1.716	0.481	2.582	1.083	c1
1.707	0.48	1.975	1.089	c1
0.583	0.479	1.962	1.097	c2
0.584	0.478	1.949	1.106	c2
1.678	0.477	1.771	1.115	c1
1.668	0.477	1.877	1.124	c1
1.658	0.476	1.901	1.132	c1
1.65	0.475	1.868	1.139	c1
1.644	0.475	1.863	1.145	c1
1.637	0.475	1.859	1.151	c1
1.431	0.475	1.857	1.157	c1
1.425	0.475	1.856	1.162	c1
1.617	0.475	1.854	1.169	c1
1.417	0.476	1.849	1.177	c1
1.403	0.476	1.847	1.188	c1
1.392	0.478	1.845	1.197	c1
1.384	0.478	1.842	1.207	c1
1.376	0.479	1.84	0.577	c1
1.371	0.481	1.834	0.578	c1
1.363	0.483	1.831	0.578	c1
1.355	0.484	1.829	0.579	c1
1.532	0.486	1.826	0.579	c1
1.522	0.488	1.823	1.264	c1
1.511	0.49	1.82	1.27	c1
1.501	0.492	1.816	1.28	c1
1.491	0.494	1.813	1.289	c1
1.481	0.495	1.811	1.299	c3
1.471	0.498	1.807	1.308	c3
1.461	0.5	1.801	0.591	c3
1.45	0.502	1.798	0.592	c3
1.44	0.505	1.794	1.342	c3
1.427	0.509	1.789	1.352	c3
1.414	0.513	1.784	0.847	c3
1.398	0.517	1.778	0.861	c3
1.383	0.522	1.772	0.596	c3
1.367	0.527	1.766	0.89	c3
1.35	0.532	1.759	0.606	c3
1.332	0.538	1.753	0.608	c3
1.314	0.544	1.746	0.614	c3
1.297	0.55	1.739	0.622	c3
1.279	0.556	1.732	0.625	c3
1.262	0.562	1.725	0.634	c3
1.244	0.568	1.718	0.638	c3
1.226	0.574	1.712	0.647	c3
1.207	0.581	1.704	0.652	c3
1.189	0.588	1.697	1.065	c3
1.17	0.594	1.69	0.662	c3
1.151	0.601	1.682	0.669	c3
1.132	0.608	1.674	0.676	c3
1.112	0.615	1.667	0.682	c3
1.093	0.621	1.659	0.689	c3
1.073	0.628	1.652	0.695	c3
1.056	0.635	1.644	0.703	c3
1.037	0.642	1.636	0.706	c3
1.014	0.646	1.628	0.713	c3
0.994	0.654	1.62	0.72	c3
0.974	0.666	1.612	0.726	c3
0.956	0.67	1.604	1.311	c3
0.937	0.678	1.594	1.34	c3
0.919	0.685	1.585	1.353	c3
0.9	0.692	1.573	1.375	c2
0.882	0.699	1.565	1.933	c2
0.864	0.706	1.557	0.768	c2
0.846	0.714	1.548	0.772	c2
0.828	0.72	1.54	1.44	c2
0.811	0.727	1.53	0.791	c2
0.798	0.731	1.525	2.494	c2
0.793	0.731	1.529	0.788	c2
0.794	0.729	1.532	0.79	c2
0.796	0.727	1.534	1.465	c2
0.797	0.727	1.534	0.791	c2
0.797	0.727	1.533	1.461	c2
0.796	0.727	1.534	1.461	c2
0.796	0.727	1.537	0.823	c2
0.795	0.727	1.538	0.818	c2
0.795	0.726	1.537	0.806	c2
0.798	0.726	1.538	0.8	c2
0.797	0.725	1.539	0.805	c2
0.796	0.725	1.539	0.795	c2
0.792	0.727	1.537	0.763	c2
0.791	0.739	1.537	0.76	c2
0.789	0.728	1.539	0.757	c2
0.788	0.727	1.54	0.75	c2
0.787	0.723	1.541	0.747	c2
0.786	0.722	1.543	0.744	c2
0.785	0.721	1.548	0.745	c2
0.784	0.721	1.55	0.736	c2
0.783	0.724	1.552	0.733	c2
0.783	0.727	1.554	0.729	c2
0.783	0.733	1.559	0.722	c2
0.785	1.152	1.564	0.719	c2
0.896	0.73	1.584	0.712	c2
0.835	0.733	1.569	0.71	c2
0.784	0.736	1.571	0.708	c2
0.783	0.754	1.578	0.705	c2
0.786	0.827	1.591	0.709	c2
0.785	0.757	1.608	0.699	c2
0.792	0.785	2.908	0.697	c2
0.809	0.779	2.91	0.695	c2
0.819	0.772	1.629	0.694	c2
